beer,link,score,style,abv,cal,loc,country
Turning Wheels Craft Backbone DIPA,/beer/turning-wheels-craft-backbone-dipa/508713/,3.27,Imperial IPA,8.5,255,['Cebu City'],Philippines
Turning Wheels Singlespeed Stout,/beer/turning-wheels-singlespeed-stout/299991/,3.27,Stout,9,270,['Cebu City'],Philippines
Cebruery Up Yours Double IPA,/beer/cebruery-up-yours-double-ipa/406648/,3.21,Imperial IPA,8.7,261,['Cebu'],Philippines
Katipunan Signal No. 1 Stout,/beer/katipunan-signal-no-1-stout/185702/,3.19,Stout,-,Special,['Manila'],Philippines
Cebruery Guimaras Gose,/beer/cebruery-guimaras-gose/463116/,3.19,Grodziskie/Gose/Lichtenhainer,4.3,129,['Cebu'],Philippines
Turning Wheels Trailhead IPA,/beer/turning-wheels-trailhead-ipa/380972/,3.18,India Pale Ale (IPA),7,210,['Cebu City'],Philippines
Crows De Puta Madre!,/beer/crows-de-puta-madre/482360/,3.18,Imperial IPA,8,240,['Muntinlupa'],Philippines
Cebruery People Power Pale Ale,/beer/cebruery-people-power-pale-ale/376790/,3.15,American Pale Ale,5.7,171,['Cebu'],Philippines
Craftpoint Revolution Revolutionary Belgian IPA,/beer/craoint-revolution-revolutionary-belgian-ipa/487598/,3.14,Belgian Ale,7.5,225,['Manila'],Philippines
Cebruery Chocolate Hills Porter,/beer/cebruery-chocolate-hills-porter/376909/,3.12,Porter,6.1,183,['Cebu'],Philippines
Craftpoint Liberation Revolutionary Pale Ale,/beer/craoint-liberation-revolutionary-pale-ale/311358/,3.12,American Pale Ale,5.5,165,['Manila'],Philippines
Palawe�o Ambog Ale,/beer/palaweno-ambog-ale/470893/,3.12,Amber Ale,7,210,['Puerto Princesa City'],Philippines
Cebruery Chocolate Hills Porter Maple Vanilla Bourbon,/beer/cebruery-chocolate-hills-porter-maple-vanilla-bourbon/483804/,3.11,Porter,6.2,186,['Cebu'],Philippines
The Cebruery Mint Porter Chocolate Hills,/beer/the-cebruery-mint-porter-chocolate-hills/406647/,3.09,Porter,6.2,186,['Cebu'],Philippines
Perfect Pint Bravehearts,/beer/perfect-pint-bravehearts/378438/,3.09,Imperial IPA,8,240,['Manila'],Philippines
Palawe�o Palawan Wit,/beer/palaweno-palawan-wit/470899/,3.07,Witbier,6.8,204,['Puerto Princesa City'],Philippines
Katipunan Dear Fred,/beer/katipunan-dear-fred/404682/,3.07,American Pale Ale,4.8,144,['Manila'],Philippines
Perfect Pint Cacao Kick Breakfast Stout,/beer/perfect-pint-cacao-kick-breakfast-stout/483140/,3.06,Stout,8,240,['Manila'],Philippines
Great Islands Haniluya Fiesta Ale ,/beer/great-islands-haniluya-fiesta-ale/400771/,3.06,India Pale Ale (IPA),8,240,['Quezon City'],Philippines
Palawe�o Ayahay IPA,/beer/palaweno-ayahay-ipa/470895/,3.05,India Pale Ale (IPA),7,210,['Puerto Princesa City'],Philippines
Joe's Brew 34th Pursuit IPA,/beer/joes-brew-34th-pursuit-ipa/372235/,3.05,India Pale Ale (IPA),6.8,204,['Manila'],Philippines
63 North Cloudrunner,/beer/63-north-cloudrunner/481789/,3.04,American Pale Ale,5.5,165,['Metro Manila'],Philippines
Perfect Pint Oakey Dokey,/beer/perfect-pint-oakey-dokey/483166/,3.04,Stout,5,150,['Manila'],Philippines
Cerveza Sagada Kapi Coffee Stout,/beer/cerveza-sagada-kapi-coffee-stout/484523/,3.04,Stout,5.2,156,['Sagada'],Philippines
Joe's Brew Sierra Madre,/beer/joes-brew-sierra-madre/482140/,3.04,Wheat Ale,5,150,['Manila'],Philippines
Palawe�o Mango De Palawan,/beer/palaweno-mango-de-palawan/470898/,3.02,India Pale Ale (IPA),6.2,186,['Puerto Princesa City'],Philippines
The Professor's Chocolate Chilli Porter,/beer/the-professors-chocolate-chilli-porter/484521/,3.02,Porter,6.6,198,['Quezon City'],Philippines
Cebu Almond Ale,/beer/cebu-almond-ale/540358/,3.02,Spice/Herb/Vegetable,6.2,186,['Cebu'],Philippines
Cebruery Day Tripper,/beer/cebruery-day-tripper/400736/,3.02,Belgian Strong Ale,-,3.02/5,['Cebu'],Philippines
Palawe�o Paragua ,/beer/palaweno-paragua/483791/,3.02,Belgian Strong Ale,9.8,294,['Puerto Princesa City'],Philippines
Pedro Endless Summer Wheat Ale,/beer/pedro-endless-summer-wheat-ale/420348/,3.02,Wheat Ale,5,150,"['San Antonio', ' San Pedro city', ' Laguna']",Philippines
Crazy Carabao Exit Wounds IPA,/beer/crazy-carabao-exit-wounds-ipa/400733/,3.02,India Pale Ale (IPA),6.6,198,['Calabarzon'],Philippines
Perfect Pint Starry Night Bourbon Barrel Porter,/beer/perfect-pint-starry-night-bourbon-barrel-porter/378432/,3.0,Porter,6.7,201,['Manila'],Philippines
Crazy Carabao Tuff Tuko Pale Ale,/beer/crazy-carabao-tuff-tuko-pale-ale/400785/,3.0,American Pale Ale,5,150,['Calabarzon'],Philippines
63 North Green Mango Gose,/beer/63-north-green-mango-gose/481802/,3.0,Grodziskie/Gose/Lichtenhainer,4.5,135,['Metro Manila'],Philippines
Mr. Rockefeller Dark,/beer/mr-rockefeller-dark/434999/,3.0,California Common,-,3/5,['Makati'],Philippines
Perfect Pint Evolve Haze Craze,/beer/perfect-pint-evolve-haze-craze/483171/,3.0,India Pale Ale (IPA),5.6,168,['Manila'],Philippines
Craftpoint Love & Lust,/beer/craoint-love-lust/482104/,3.0,Brown Ale,6.9,207,['Manila'],Philippines
The Brewery Pineapple Hula,/beer/the-brewery-pineapple-hula/482382/,3.0,Wheat Ale,5,150,['Taguig'],Philippines
Pedro Wandering Wanderer,/beer/pedro-wandering-wanderer/483552/,3.0,India Pale Ale (IPA),6.2,186,"['San Antonio', ' San Pedro city', ' Laguna']",Philippines
The Cebruery / Beer Exchange Guru IPA,/beer/the-cebruery-beer-exchange-guru-ipa/483546/,3.0,India Pale Ale (IPA),6.8,204,['Cebu'],Philippines
Craftpoint Summer Sessions Blonde Ale,/beer/craoint-summer-sessions-blonde-ale/487555/,2.99,Golden Ale/Blond Ale,4.7,141,['Manila'],Philippines
"Pedro Elementary, English Ale",/beer/pedro-elementary-english-ale/420355/,2.98,Premium Bitter/ESB,5,150,"['San Antonio', ' San Pedro city', ' Laguna']",Philippines
Cebruery Sour Girl Calamansi & Kiwi Berliner Weisse,/beer/cebruery-sour-girl-calamansi-kiwi-berliner-weisse/380977/,2.98,Fruit Beer,-,2.98/5,['Cebu'],Philippines
Turning Wheels Skyline White IPA,/beer/turning-wheels-skyline-white-ipa/380969/,2.98,India Pale Ale (IPA),6.5,195,['Cebu City'],Philippines
Palawe�o Buko Loco,/beer/palaweno-buko-loco/470894/,2.98,Cream Ale,5.2,156,['Puerto Princesa City'],Philippines
Palawe�o Palaw'an,/beer/palaweno-palawan/470896/,2.98,K�lsch,6.5,195,['Puerto Princesa City'],Philippines
Turning Wheels Ridgeline IPA,/beer/turning-wheels-ridgeline-ipa/380958/,2.98,India Pale Ale (IPA),6.5,195,['Cebu City'],Philippines
The Brewery Pilsner,/beer/the-brewery-pilsner/482377/,2.98,Pilsener,4.8,144,['Taguig'],Philippines
Szałpiw Buba Extreme Jack Daniels BA,/beer/sza322piw-buba-extreme-jack-daniels-ba/462142/,4.26,Abt/Quadrupel,16,480,['Poznań'],Poland
Kormoran Imperium Prunum,/beer/kormoran-imperium-prunum/389104/,4.18,Baltic Porter,11,330,['Olsztyn'],Poland
Szałpiw Buba Extreme Cognac BA,/beer/sza322piw-buba-extreme-cognac-ba/457161/,4.17,Abt/Quadrupel,16,480,['Poznań'],Poland
Artezan Samiec Alfa (Barrel Aged),/beer/artezan-samiec-alfa-barrel-aged/367745/,4.15,Imperial Stout,11,330,['Błonie'],Poland
Widawa 5th Anniversary Imperial Baltic Porter Bourbon BA,/beer/widawa-5th-anniversary-imperial-baltic-porter-bourbon-ba/521937/,4.04,Baltic Porter,11,330,['Chrząstawa Mała'],Poland
Pinta Imperator Bałtycki,/beer/pinta-imperator-ba322tycki/242567/,4.03,Baltic Porter,9.1,273,['Żywiec'],Poland
Szałpiw Buba Extreme Calvados BA,/beer/sza322piw-buba-extreme-calvados-ba/457162/,4.02,Abt/Quadrupel,16,480,['Poznań'],Poland
Pracownia Piwa / Podg�rz Baran z Jajem,/beer/pracownia-piwa-podgorz-baran-z-jajem/457122/,4.0,Baltic Porter,9.5,285,['Modlniczka'],Poland
Widawa Porter Bałtycki Wędzony 24� Bourbon BA,/beer/widawa-porter-ba322tycki-w281dzony-24-bourbon-ba/378800/,3.98,Baltic Porter,10.5,315,['Chrząstawa Mała'],Poland
Pracownia Piwa Mr. Hard's Rocks,/beer/pracownia-piwa-mr-hards-rocks/264334/,3.97,Imperial Stout,10,300,['Modlniczka'],Poland
Trzech Kumpli Ragnar,/beer/trzech-kumpli-ragnar/548563/,3.96,Baltic Porter,11,330,['Tarnów'],Poland
Golem Lilith Bourbon BA,/beer/golem-lilith-bourbon-ba/479497/,3.95,Imperial Stout,10,300,['Poznań'],Poland
Pracownia Piwa Mr. Hard Red Wine BA,/beer/pracownia-piwa-mr-hard-red-wine-ba/368318/,3.94,Barley Wine,9.5,285,['Modlniczka'],Poland
Pinta Imperator Bałtycki Sherry Oloroso BA,/beer/pinta-imperator-ba322tycki-sherry-oloroso-ba/502238/,3.93,Baltic Porter,9.1,273,['Żywiec'],Poland
Widawa Porter Bałtycki Wędzony 24�,/beer/widawa-porter-ba322tycki-w281dzony-24/398357/,3.93,Smoked,10.5,315,['Chrząstawa Mała'],Poland
Artezan Ch�teau 2017,/beer/artezan-chateau-2017/490607/,3.92,Sour Red/Brown,7.2,216,['Błonie'],Poland
Solipiwko Black Bicz,/beer/solipiwko-black-bicz/356171/,3.92,Black IPA,8.1,243,['Wrocław'],Poland
Jan Olbracht Rzemieślniczy Kord Whiskey Barrel Aged,/beer/jan-olbracht-rzemie347lniczy-kord-whiskey-barrel-aged/425906/,3.91,Abt/Quadrupel,12,360,['Piotrków Trybunalski'],Poland
Pinta Kwas Theta,/beer/pinta-kwas-theta/472497/,3.91,Sour/Wild Ale,10.2,306,['Żywiec'],Poland
Ciechan Grand Prix American India Pale Ale,/beer/ciechan-grand-prix-american-india-pale-ale/240608/,3.9,India Pale Ale (IPA),5.4,162,['Ciechanów'],Poland
Perun Behemoth Bafomet,/beer/perun-behemoth-bafomet/400518/,3.9,Imperial Stout,11.6,348,['Budziszyn'],Poland
Brokreacja Imperialny Nafciarz,/beer/brokreacja-imperialny-nafciarz/461417/,3.9,Smoked,10,300,['Kraków'],Poland
WRCLW Rye RIS Bourbon BA,/beer/wrclw-rye-ris-bourbon-ba/407701/,3.9,Imperial Stout,10.2,306,['Wrocław'],Poland
Golem Lilith,/beer/golem-lilith/461756/,3.9,Imperial Stout,10,300,['Poznań'],Poland
Artezan Too Young To Be Herod 2016 Bourbon BA,/beer/artezan-too-young-to-be-herod-2016-bourbon-ba/475492/,3.9,Foreign Stout,8.5,255,['Błonie'],Poland
Piwne Podziemie Kosiarz Umysł�w,/beer/piwne-podziemie-kosiarz-umys322ow/400507/,3.89,Imperial Stout,10,300,['Rożdżałów'],Poland
Podg�rz 652 m n.p.m.,/beer/podgorz-652-m-npm/376613/,3.88,Baltic Porter,8,240,['Rabka Zdrój'],Poland
ART9 / Browar Stu Most�w / Bristol Brewing Oatmeal Hoptart,/beer/art9-browar-stu-mostow-bristol-brewing-oatmeal-hoptart/437481/,3.88,Berliner Weisse,3.7,111,['Wrocław'],Poland
Artezan Too Young To Be Herod 2016,/beer/artezan-too-young-to-be-herod-2016/470426/,3.88,Foreign Stout,8,240,['Błonie'],Poland
Szałpiw Fest Buba,/beer/sza322piw-fest-buba/377517/,3.87,Abt/Quadrupel,11,330,['Poznań'],Poland
WRCLW Barley Wine Rum BA,/beer/wrclw-barley-wine-rum-ba/525217/,3.87,Barley Wine,9.6,288,['Wrocław'],Poland
Olimp Hades Gone Wild,/beer/olimp-hades-gone-wild/292286/,3.86,Sour/Wild Ale,12,360,['Toruń'],Poland
Olimp Jopejskie,/beer/olimp-jopejskie/457445/,3.86,Traditional Ale,8,240,['Toruń'],Poland
"Doctor Brew Barley Wine 27,5 Bourbon BA",/beer/doctor-brew-barley-wine-275-bourbon-ba/456558/,3.85,Barley Wine,12.5,375,['Wrocław'],Poland
Rockmill Juicy Delight,/beer/rockmill-juicy-delight/485938/,3.85,India Pale Ale (IPA),6.5,195,['Bytow'],Poland
Raduga Lost Weekend,/beer/raduga-lost-weekend/314313/,3.85,Black IPA,6.5,195,['Warszawa'],Poland
Raduga 2028 Space Odyssey,/beer/raduga-2028-space-odyssey/485800/,3.85,Imperial Stout,12.5,375,['Warszawa'],Poland
Brokreacja Buried Alive,/beer/brokreacja-buried-alive/515766/,3.85,Smoked,9.5,285,['Kraków'],Poland
Nepomucen Echo,/beer/nepomucen-echo/502079/,3.85,Baltic Porter,9.5,285,['Jutrosin'],Poland
Pinta Kwas Epsilon,/beer/pinta-kwas-epsilon/404418/,3.85,Sour/Wild Ale,6,180,['Żywiec'],Poland
Pracownia Piwa Baltic Pooka,/beer/pracownia-piwa-baltic-pooka/517155/,3.85,Baltic Porter,7.9,237,['Modlniczka'],Poland
Kormoran Porter Warminski,/beer/kormoran-porter-warminski/116997/,3.84,Baltic Porter,9,270,['Olsztyn'],Poland
Jabłonowo Manufaktura Piwna Porter Podbity Śliwką,/beer/jab322onowo-manufaktura-piwna-porter-podbity-346liwk261/495622/,3.84,Baltic Porter,9.9,297,['Wólka Kosowska'],Poland
Pracownia Piwa / Szałpiw 1,/beer/pracownia-piwa-sza322piw-1/296444/,3.84,Saison,6.7,201,['Poznań'],Poland
AleBrowar Imperial Smoky Joe,/beer/alebrowar-imperial-smoky-joe/413399/,3.84,Imperial Stout,9.8,294,['Lebork'],Poland
Cydr Chyliczki Lodowy 8.5%,/beer/cydr-chyliczki-lodowy-85/461414/,3.83,Ice Cider/Ice Perry,8.5,255,['Chyliczki'],Poland
Artezan Star Cysterna,/beer/artezan-star-cysterna/329787/,3.83,Sweet Stout,6.5,195,['Błonie'],Poland
Trzech Kumpli - Misty,/beer/trzech-kumpli-misty/480975/,3.83,India Pale Ale (IPA),5.5,165,['Tarnów'],Poland
Pracownia Piwa LAB 4,/beer/pracownia-piwa-lab-4/489079/,3.83,Saison,11.5,345,['Modlniczka'],Poland
Artezan Kazimierz,/beer/artezan-kazimierz/407993/,3.83,Porter,6,180,['Błonie'],Poland
Mean Sardine Voragem,/beer/mean-sardine-voragem/322632/,3.7,Black IPA,7,210,['Ericeira'],Portugal
Dois Corvos Finisterra Imperial Porter,/beer/dois-corvos-finisterra-imperial-porter/378672/,3.66,Imperial Porter,8.5,255,['Lisboa'],Portugal
Cerveja Letra / Cevada Pura Nanquim,/beer/cerveja-letra-cevada-pura-nanquim/396553/,3.65,Imperial Stout,12.05,362,['Braga'],Portugal
Mean Sardine / To �l Blommer I Madeira,/beer/mean-sardine-to-ol-blommer-i-madeira/411751/,3.64,Imperial Stout,12,360,['Ericeira'],Portugal
Dois Corvos / Passarola Brewing Periscope,/beer/dois-corvos-passarola-brewing-periscope/452136/,3.63,Baltic Porter,9,270,['Lisboa'],Portugal
Cerveja Letra / Mean Sardine / Lervig Barley Wine Port Barrel Aged,/beer/cerveja-letra-mean-sardine-lervig-barley-wine-port-barrel-aged/514382/,3.63,Barley Wine,13,390,['Braga'],Portugal
Passarola Double Oatmeal Stout (Caf� da Guatemala),/beer/passarola-double-oatmeal-stout-cafe-da-guatemala/484246/,3.6,Stout,8,240,['Lisboa'],Portugal
Post Scriptum / Cervejaria Heroica Cryo Hoperation,/beer/post-scriptum-cervejaria-heroica-cryo-hoperation/526397/,3.59,Imperial IPA,7.1,213,['Trofa'],Portugal
Dois Corvos Into The Woods Scotch Ale (Scotch Whisky BA),/beer/dois-corvos-into-the-woods-scotch-ale-scotch-whisky-ba/507619/,3.59,Scotch Ale,9.5,285,['Lisboa'],Portugal
Dois Corvos Creature,/beer/dois-corvos-creature/469498/,3.57,India Pale Ale (IPA),6.5,195,['Lisboa'],Portugal
Dois Corvos / Cerveja Letra IMP5RIO Moscatel Barrel Aged,/beer/dois-corvos-cerveja-letra-imp5rio-moscatel-barrel-aged/469507/,3.54,Saison,10,300,['Lisboa'],Portugal
Dois Corvos Into The Woods Scotch Ale,/beer/dois-corvos-into-the-woods-scotch-ale/399950/,3.54,Scotch Ale,9.5,285,['Lisboa'],Portugal
Post Scriptum Oak Series - Cognac,/beer/post-scriptum-oak-series-cognac/421157/,3.53,Barley Wine,10,300,['Trofa'],Portugal
Passarola IPA,/beer/passarola-ipa/288375/,3.52,India Pale Ale (IPA),6.3,189,['Lisboa'],Portugal
Dois Corvos Abominable Snowman,/beer/dois-corvos-abominable-snowman/465096/,3.51,Sweet Stout,6.8,204,['Lisboa'],Portugal
Passarola Marqu�s de Pale Ale,/beer/passarola-marques-de-pale-ale/434953/,3.49,American Pale Ale,5.2,156,['Lisboa'],Portugal
Dois Corvos / Frontaal Guanabana Ma�ana Smoothie IPA,/beer/dois-corvos-frontaal-guanabana-manana-smoothie-ipa/502903/,3.48,India Pale Ale (IPA),7.6,228,['Lisboa'],Portugal
Dois Corvos Matin� Session IPA,/beer/dois-corvos-matine-session-ipa/363197/,3.47,Session IPA,4.5,135,['Lisboa'],Portugal
Maldita Russian Imperial Stout,/beer/maldita-russian-imperial-stout/304063/,3.46,Imperial Stout,10,300,['Aveiro'],Portugal
Dois Corvos Gal�xia Milk Stout (6%),/beer/dois-corvos-galaxia-milk-stout-6/455223/,3.46,Sweet Stout,6,180,['Lisboa'],Portugal
Imperial Stout by Pedro Sousa,/beer/imperial-stout-by-pedro-sousa/338213/,3.45,Imperial Stout,11.6,348,['Trofa'],Portugal
Oitava Colina Urraca Vendaval,/beer/oitava-colina-urraca-vendaval/314294/,3.45,India Pale Ale (IPA),6,180,['Lisboa'],Portugal
Oitava Colina Iolanda Double IPA,/beer/oitava-colina-iolanda-double-ipa/409525/,3.45,Imperial IPA,9,270,['Lisboa'],Portugal
Passarola Hadron Collision,/beer/passarola-hadron-collision/413870/,3.44,Stout,7,210,['Lisboa'],Portugal
Dois Corvos Roasted Rye Black IPA,/beer/dois-corvos-roasted-rye-black-ipa/408725/,3.44,Black IPA,7,210,['Lisboa'],Portugal
Dois Corvos / Against The Tide Babil�nia,/beer/dois-corvos-against-the-tide-babilonia/507626/,3.44,Barley Wine,10,300,['Lisboa'],Portugal
Mean Sardine Amura,/beer/mean-sardine-amura/239338/,3.43,American Pale Ale,6,180,['Ericeira'],Portugal
Cerveja Letra Editions On Oak - Barrel Aged Portuguese Grape Ale,/beer/cerveja-letra-editions-on-oak-barrel-aged-portuguese-grape-ale/513658/,3.43,Sour/Wild Ale,12,360,['Braga'],Portugal
Mean Sardine / Harpoon Strawberry NEIPA,/beer/mean-sardine-harpoon-strawberry-neipa/534366/,3.43,India Pale Ale (IPA),5.5,165,['Ericeira'],Portugal
Luzia Italian Grape Ale 2016,/beer/luzia-italian-grape-ale-2016/518225/,3.42,Fruit Beer,9,270,['Mealhada'],Portugal
Passarola Chindogu IPA,/beer/passarola-chindogu-ipa/416043/,3.42,India Pale Ale (IPA),6.5,195,['Lisboa'],Portugal
Dois Corvos Metropolitan Pale Ale,/beer/dois-corvos-metropolitan-pale-ale/358438/,3.41,American Pale Ale,5.6,168,['Lisboa'],Portugal
Maltida / Jameson O'Phelia,/beer/maltida-jameson-ophelia/493762/,3.41,Irish Ale,8,240,['Aveiro'],Portugal
Cerveja Letra / Bayura Baylet Rye Imperial IPA,/beer/cerveja-letra-bayura-baylet-rye-imperial-ipa/347693/,3.41,Imperial IPA,8.5,255,['Braga'],Portugal
Dois Corvos / Cerveja Letra IMP5RIO Port Barrel Aged,/beer/dois-corvos-cerveja-letra-imp5rio-port-barrel-aged/456523/,3.41,Saison,9,270,['Lisboa'],Portugal
Cerveja Letra Editions On Oak - Port Barrel Aged Sour Ale,/beer/cerveja-letra-editions-on-oak-port-barrel-aged-sour-ale/413051/,3.4,Sour/Wild Ale,12,360,['Braga'],Portugal
Passarola Double Oatmeal Stout,/beer/passarola-double-oatmeal-stout/291487/,3.4,Imperial Stout,8,240,['Lisboa'],Portugal
Oitava Colina Z� Arnaldo,/beer/oitava-colina-ze-arnaldo/314293/,3.4,Porter,6,180,['Lisboa'],Portugal
Passarola Blind Date IPA,/beer/passarola-blind-date-ipa/376080/,3.39,India Pale Ale (IPA),6.5,195,['Lisboa'],Portugal
Oitava Colina MAG8,/beer/oitava-colina-mag8/493052/,3.39,Black IPA,6.5,195,['Lisboa'],Portugal
Dois Corvos Horacio Muscateer,/beer/dois-corvos-horacio-muscateer/503878/,3.38,Belgian Strong Ale,9,270,['Lisboa'],Portugal
OPO 74 Cafe 1930,/beer/opo-74-cafe-1930/505977/,3.38,Stout,8,240,['Porto'],Portugal
Dois Corvos Gal�xia Milk Stout (4.9%),/beer/dois-corvos-galaxia-milk-stout-49/378671/,3.37,Sweet Stout,4.9,147,['Lisboa'],Portugal
Dois Corvos Fuzeta,/beer/dois-corvos-fuzeta/435172/,3.36,Imperial IPA,9,270,['Lisboa'],Portugal
Mean Sardine / De Molen Ginja Ninja,/beer/mean-sardine-de-molen-ginja-ninja/440589/,3.36,Imperial Stout,9,270,['Ericeira'],Portugal
Dois Corvos Stardust IPA,/beer/dois-corvos-stardust-ipa/410440/,3.35,India Pale Ale (IPA),7,210,['Lisboa'],Portugal
Post Scriptum Oak Series - Armagnac,/beer/post-scriptum-oak-series-armagnac/419332/,3.35,Barley Wine,10,300,['Trofa'],Portugal
Mean Sardine Imperial Stout 2015 Edition,/beer/mean-sardine-imperial-stout-2015-edition/470213/,3.35,Imperial Stout,12,360,['Ericeira'],Portugal
Cerveja Letra / CRAK Berliner Weisse Port BA w/Blackberries,/beer/cerveja-letra-crak-berliner-weisse-port-ba-w-blackberries/546607/,3.35,Berliner Weisse,5,150,['Braga'],Portugal
Cerveja Letra Editions On Oak - Oporto Barrel Aged Dark Ale,/beer/cerveja-letra-editions-on-oak-oporto-barrel-aged-dark-ale/377803/,3.34,Belgian Strong Ale,10,300,['Braga'],Portugal
Old Harbor Kofresi Stout,/beer/old-harbor-kofresi-stout/57106/,3.34,Stout,6,180,['San Juan'],Puerto Rico
Old Harbor Visitante 212,/beer/old-harbor-visitante-212/148394/,3.32,Stout,7.5,225,['San Juan'],Puerto Rico
Boqueron Crash Boat IPA,/beer/boqueron-crash-boat-ipa/186712/,3.14,India Pale Ale (IPA),6,180,['Cabo Rojo'],Puerto Rico
Old Harbor Taina (IPA),/beer/old-harbor-taina-ipa/116963/,3.14,India Pale Ale (IPA),7.5,225,['San Juan'],Puerto Rico
Old Harbor Taina (Hefeweizen),/beer/old-harbor-taina-hefeweizen/62522/,3.10,German Hefeweizen,5.4,162,['San Juan'],Puerto Rico
Old Harbor Taina (Imperial Brown Ale),/beer/old-harbor-taina-imperial-brown-ale/125402/,3.06,Brown Ale,8.1,243,['San Juan'],Puerto Rico
Old Harbor Pale Ale,/beer/old-harbor-pale-ale/57105/,3.05,American Pale Ale,5.6,168,['San Juan'],Puerto Rico
Old Harbor Taina (Weizen Doppelbock),/beer/old-harbor-taina-weizen-doppelbock/121564/,3.04,Weizen Bock,8,240,['San Juan'],Puerto Rico
Dacay Red Ale,/beer/dacay-red-ale/202013/,3.03,Amber Ale,6.4,192,['San Juan'],Puerto Rico
Barlovento Gale�n IPA,/beer/barlovento-galeon-ipa/320352/,3.02,India Pale Ale (IPA),7.9,237,['Manati'],Puerto Rico
Boqueron Brown Ale ,/beer/boqueron-brown-ale/406187/,3.00,Brown Ale,-,3/5,['Cabo Rojo'],Puerto Rico
Old Harbor Taina (Oktoberfest),/beer/old-harbor-taina-oktoberfest/72034/,2.98,Oktoberfest/M�rzen,-,Autumn,['San Juan'],Puerto Rico
Boqueron Blonde Ale,/beer/boqueron-blonde-ale/186710/,2.96,Golden Ale/Blond Ale,5.5,165,['Cabo Rojo'],Puerto Rico
Old Harbor Taina (Smoked Porter),/beer/old-harbor-taina-smoked-porter/266742/,2.95,Smoked,5.8,174,['San Juan'],Puerto Rico
Boqueron Azuka,/beer/boqueron-azuka/266572/,2.93,Brown Ale,-,2.93/5,['Cabo Rojo'],Puerto Rico
Old Harbor Taina (Doppelbock),/beer/old-harbor-taina-doppelbock/85985/,2.89,Doppelbock,-,Spring,['San Juan'],Puerto Rico
Dacay IPA,/beer/dacay-ipa/202011/,2.87,India Pale Ale (IPA),7.6,228,['San Juan'],Puerto Rico
Boqueron Carnaval Imperial IPA,/beer/boqueron-carnaval-imperial-ipa/260566/,2.87,Imperial IPA,8.2,246,['Cabo Rojo'],Puerto Rico
Boqueron Pale Ale,/beer/boqueron-pale-ale/186711/,2.87,American Pale Ale,5,150,['Cabo Rojo'],Puerto Rico
Old Harbor Taina (Bock),/beer/old-harbor-taina-bock/92584/,2.86,Heller Bock,6.4,192,['San Juan'],Puerto Rico
Old Harbor Santo Viejo Lager Pilsner,/beer/old-harbor-santo-viejo-lager-pilsner/57104/,2.85,Pilsener,5.5,165,['San Juan'],Puerto Rico
Barlovento / Ingeniero Stay Puft,/beer/barlovento-ingeniero-stay-puft/317495/,2.84,Sweet Stout,8,240,['Manati'],Puerto Rico
Dacay Black IPA ,/beer/dacay-black-ipa/217042/,2.83,Black IPA,7,210,['San Juan'],Puerto Rico
Boqueron 3 Palmas Milk Stout,/beer/boqueron-3-palmas-milk-stout/253379/,2.83,Sweet Stout,5,150,['Cabo Rojo'],Puerto Rico
Old Harbor Taina (Organic Vienna Lager) ,/beer/old-harbor-taina-organic-vienna-lager/104763/,2.82,Amber Lager/Vienna,-,2.82/5,['San Juan'],Puerto Rico
Se�orial El Vigia,/beer/senorial-el-vigia/317514/,2.80,American Pale Ale,5.3,159,['Ponce'],Puerto Rico
FOK Coffee IPA,/beer/fok-coffee-ipa/320353/,2.79,Black IPA,-,2.79/5,['Caguas'],Puerto Rico
FOK St Patrick Verde,/beer/fok-st-patrick-verde/498045/,2.79,Golden Ale/Blond Ale,-,Special,['Caguas'],Puerto Rico
Old Harbor Taina (Imperial IPA),/beer/old-harbor-taina-imperial-ipa/339607/,2.79,Imperial IPA,8.5,255,['San Juan'],Puerto Rico
Old Harbor Taina (Coffee Porter),/beer/old-harbor-taina-coffee-porter/162201/,2.79,Porter,-,Special,['San Juan'],Puerto Rico
Boqueron Autumn Ale,/beer/boqueron-autumn-ale/253375/,2.79,K�lsch,5.8,174,['Cabo Rojo'],Puerto Rico
Old Harbor Taina (Cream Ale) ,/beer/old-harbor-taina-cream-ale/217488/,2.77,Cream Ale,-,Special,['San Juan'],Puerto Rico
Barlovento Gale�n 90/ Scottish Ale,/beer/barlovento-galeon-90-scottish-ale/317512/,2.77,Scottish Ale,6,180,['Manati'],Puerto Rico
Boqueron Parguera Session,/beer/boqueron-parguera-session/317486/,2.76,Session IPA,-,2.76/5,['Cabo Rojo'],Puerto Rico
FOK Tanned Blonde Ale,/beer/fok-tanned-blonde-ale/317516/,2.75,Golden Ale/Blond Ale,-,2.75/5,['Caguas'],Puerto Rico
Old Harbor Taina (Belgian Golden Ale),/beer/old-harbor-taina-belgian-golden-ale/72033/,2.73,Belgian Ale,-,Summer,['San Juan'],Puerto Rico
Old Harbor Coqui Lager,/beer/old-harbor-coqui-lager/57103/,2.71,Dortmunder/Helles,4.8,144,['San Juan'],Puerto Rico
Dacay Golden Ale,/beer/dacay-golden-ale/202015/,2.64,Golden Ale/Blond Ale,5.6,168,['San Juan'],Puerto Rico
India,/beer/india/7663/,2.29,Pale Lager,4.5,135,['Mayaguez'],Puerto Rico
Magna Special Craft,/beer/magna-special-craft/150643/,2.06,Pale Lager,5.1,153,['Mayaguez'],Puerto Rico
